,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction
601,601,101,84520.0,1.96,-0.18,2.76,-0.18,6.27,23.86,Nakashima,Hit,Fore,Cross
602,602,101,84555.0,3.53,19.46,,,,,Nakashima,Bounce,,Cross
603,603,101,84565.0,3.5,23.31,5.01,-2.17,4.41,23.31,Nakashima,Hit,Back,Cross
604,604,102,84998.0,1.89,16.82,,,,,Nakashima,Bounce,,Cross
605,605,102,85009.0,-1.92,23.71,7.61,-0.49,0.16,23.71,Nakashima,Hit,Back,Cross
606,606,102,85031.0,7.65,5.36,,,,,Nakashima,Bounce,,Cross
607,607,102,85043.0,10.38,-0.08,9.26,-0.08,1.11,23.79,Nakashima,Hit,Back,Cross
608,608,103,85526.0,6.04,17.24,,,,,Nakashima,Bounce,,Cross
609,609,103,85536.0,6.38,24.42,5.01,-0.49,7.55,24.42,Nakashima,Hit,Back,Cross
610,610,103,85565.0,6.8,7.27,,,,,Nakashima,Bounce,,Cross
611,611,103,85582.0,7.53,2.45,6.55,2.45,5.3,24.6,Nakashima,Hit,Back,Cross
612,612,103,85625.0,2.56,21.97,,,,,Nakashima,Bounce,,Cross
613,613,103,85641.0,1.6,25.03,6.37,-0.74,2.76,25.03,Nakashima,Hit,Back,Cross
614,614,103,85674.0,9.49,-2.02,,,,,Nakashima,Bounce,,Cross
615,615,105,86490.0,2.43,16.68,,,,,Nakashima,Bounce,,Cross
616,616,105,86503.0,-1.03,22.6,7.48,-0.9,0.73,22.6,Nakashima,Hit,Back,Cross
617,617,105,86523.0,6.97,5.53,,,,,Nakashima,Bounce,,Cross
618,618,105,86537.0,9.87,-0.5,8.55,-0.5,1.96,23.09,Nakashima,Hit,Back,Cross
619,619,106,87267.0,7.27,16.37,,,,,Nakashima,Bounce,,Cross
620,620,106,87277.0,8.69,24.47,5.19,0.25,8.89,24.47,Nakashima,Hit,Back,Cross
621,621,106,87300.0,6.83,4.75,,,,,Nakashima,Bounce,,Cross
622,622,106,87312.0,6.6,-0.76,5.74,-0.76,7.78,24.32,Nakashima,Hit,Back,Cross
623,623,106,87340.0,3.68,19.72,,,,,Nakashima,Bounce,,Cross
624,624,106,87352.0,2.87,24.81,6.19,-2.48,3.85,24.81,Nakashima,Hit,Back,Cross
625,625,106,87376.0,7.37,2.55,,,,,Nakashima,Bounce,,Cross
626,626,106,87386.0,8.54,-2.33,7.34,-2.33,4.21,24.86,Nakashima,Hit,Back,Cross
627,627,106,87419.0,4.66,21.92,,,,,Nakashima,Bounce,,Cross
628,628,106,87427.0,4.14,24.97,5.8,-3.03,4.95,24.97,Nakashima,Hit,Back,Cross
629,629,106,87456.0,2.69,1.38,,,,,Nakashima,Bounce,,Cross
630,630,106,87469.0,2.1,-3.06,3.43,-3.06,6.17,24.84,Nakashima,Hit,Fore,Cross
631,631,106,87498.0,6.92,18.7,,,,,Nakashima,Bounce,,Cross
632,632,106,87512.0,8.63,24.41,4.6,-2.71,7.11,24.41,Nakashima,Hit,Fore,Cross
633,633,106,87536.0,3.53,6.0,,,,,Nakashima,Bounce,,Cross
634,634,106,87555.0,1.62,-1.44,2.42,-1.44,6.35,24.74,Nakashima,Hit,Fore,Cross
635,635,106,87595.0,6.45,19.54,,,,,Nakashima,Bounce,,Cross
636,636,106,87605.0,7.26,23.09,4.66,-2.3,5.89,23.09,Nakashima,Hit,Fore,Cross
637,637,106,87628.0,9.46,0.71,,,,,Nakashima,Bounce,,Cross
638,638,107,88133.0,3.62,16.82,,,,,Nakashima,Bounce,,Cross
639,639,107,88143.0,1.26,23.92,7.26,0.88,2.44,23.92,Nakashima,Hit,Back,Cross
640,640,107,88178.0,3.03,3.43,,,,,Nakashima,Bounce,,Cross
641,641,107,88196.0,2.93,-1.1,4.07,-1.1,5.89,24.86,Nakashima,Hit,Fore,Cross
642,642,107,88218.0,1.93,21.79,,,,,Nakashima,Bounce,,Cross
643,643,108,88724.0,6.36,15.44,,,,,Nakashima,Bounce,,Cross
644,644,108,88739.0,7.21,24.36,5.48,-1.13,7.92,24.36,Nakashima,Hit,Back,Cross
645,645,108,88765.0,8.14,1.59,,,,,Nakashima,Bounce,,Cross
646,646,108,88773.0,8.63,-2.61,7.71,-2.61,6.02,24.36,Nakashima,Hit,Back,Cross
647,647,108,88798.0,6.43,16.0,,,,,Nakashima,Bounce,,Cross
648,648,108,88815.0,5.65,22.93,6.21,-3.94,4.78,22.93,Nakashima,Hit,Fore,Cross
649,649,108,88836.0,2.24,1.41,,,,,Nakashima,Bounce,,Cross
650,650,108,88848.0,1.01,-5.16,2.32,-5.16,4.75,19.89,Nakashima,Hit,Fore,Cross
651,651,108,88868.0,,,,,,,Nakashima,NoBounce,,
652,652,108,88874.0,6.9,17.16,0.77,-5.43,6.02,17.16,Nakashima,Hit,Fore,Cross
653,653,108,88906.0,7.45,6.23,,,,,Nakashima,Bounce,,Cross
654,654,108,88929.0,8.12,3.42,7.27,3.42,5.8,16.44,Nakashima,Hit,Back,Cross
655,655,108,88956.0,2.43,15.64,,,,,Nakashima,Bounce,,Cross
656,656,108,88959.0,1.93,16.26,7.64,4.06,3.47,16.26,Nakashima,Hit,Back,Cross
657,657,108,88988.0,8.84,7.49,,,,,Nakashima,Bounce,,Cross
658,658,109,89789.0,4.98,18.0,,,,,Nakashima,Bounce,,Cross
659,659,109,89797.0,4.24,24.19,7.17,-0.33,2.53,24.19,Nakashima,Hit,Fore,Cross
660,660,110,90348.0,8.88,17.63,,,,,Nakashima,Bounce,,Cross
661,661,110,90358.0,11.42,23.91,4.88,-0.52,9.4,23.91,Nakashima,Hit,Fore,Cross
662,662,110,90399.0,5.43,4.21,,,,,Nakashima,Bounce,,Cross
663,663,110,90426.0,5.17,-1.15,4.04,-1.15,6.34,25.36,Nakashima,Hit,Back,Cross
664,664,112,91611.0,2.42,15.28,,,,,Nakashima,Bounce,,Cross
665,665,112,91623.0,-0.62,22.33,7.29,-0.99,1.43,22.33,Nakashima,Hit,Back,Cross
666,666,113,92268.0,5.68,16.94,,,,,Nakashima,Bounce,,Cross
667,667,113,92278.0,5.78,24.27,5.42,-0.5,7.24,24.27,Nakashima,Hit,Back,Cross
668,668,113,92319.0,7.01,3.59,,,,,Nakashima,Bounce,,Cross
669,669,113,92334.0,8.6,0.65,7.27,0.65,5.34,24.89,Nakashima,Hit,Back,Cross
670,670,113,92357.0,8.64,20.63,,,,,Nakashima,Bounce,,Cross
671,671,113,92367.0,9.17,25.87,6.42,-1.59,7.92,25.87,Nakashima,Hit,Fore,Cross
672,672,113,92394.0,3.34,1.48,,,,,Nakashima,Bounce,,Cross
673,673,113,92401.0,2.76,-1.69,3.36,-1.69,8.2,26.06,Nakashima,Hit,Fore,Cross
674,674,113,92440.0,7.18,21.69,,,,,Nakashima,Bounce,,Cross
675,675,113,92453.0,8.72,26.59,5.19,-2.34,7.17,26.59,Nakashima,Hit,Fore,Cross
676,676,114,92969.0,4.34,16.58,,,,,Nakashima,Bounce,,Cross
677,677,114,92979.0,2.48,23.92,6.76,-0.25,1.95,23.92,Nakashima,Hit,Fore,Cross
678,678,114,93000.0,5.29,3.39,,,,,Nakashima,Bounce,,Cross
679,679,114,93010.0,5.99,-0.74,6.64,-0.74,3.14,23.46,Nakashima,Hit,Fore,Cross
680,680,114,93036.0,7.05,22.19,,,,,Nakashima,Bounce,,Cross
681,681,114,93040.0,7.33,24.51,5.8,-1.88,6.27,24.51,Nakashima,Hit,Fore,Cross
682,682,115,94486.0,9.15,16.5,,,,,Nishioka,Bounce,,Cross
683,683,115,94497.0,13.45,24.91,4.24,-0.15,11.41,24.91,Nishioka,Hit,Fore,Cross
684,684,115,94552.0,8.97,0.59,,,,,Nishioka,Bounce,,Cross
685,685,115,94571.0,9.48,-1.84,8.01,-1.84,5.67,25.72,Nishioka,Hit,Back,Cross
686,686,115,94598.0,3.92,19.83,,,,,Nishioka,Bounce,,Cross
687,687,115,94613.0,2.34,27.37,6.78,-2.56,3.64,27.37,Nishioka,Hit,Back,Cross
688,688,115,94642.0,7.42,4.16,,,,,Nishioka,Bounce,,Cross
689,689,115,94655.0,9.1,-1.58,7.79,-1.58,4.82,26.34,Nishioka,Hit,Back,Cross
690,690,115,94674.0,6.43,18.94,,,,,Nishioka,Bounce,,Cross
691,691,115,94686.0,6.02,26.24,7.16,-1.5,5.1,26.24,Nishioka,Hit,Fore,Cross
692,692,115,94714.0,5.77,2.44,,,,,Nishioka,Bounce,,Cross
693,693,115,94725.0,5.74,-1.39,5.13,-1.39,5.66,26.4,Nishioka,Hit,Back,Cross
694,694,115,94755.0,6.35,22.22,,,,,Nishioka,Bounce,,Cross
695,695,115,94766.0,6.73,26.74,5.16,-2.71,5.72,26.74,Nishioka,Hit,Fore,Cross
696,696,115,94795.0,9.36,2.32,,,,,Nishioka,Bounce,,Cross
697,697,115,94807.0,10.48,-3.13,8.99,-3.13,5.07,25.03,Nishioka,Hit,Back,Cross
698,698,116,95344.0,2.25,16.38,,,,,Nishioka,Bounce,,Cross
699,699,116,95356.0,-1.47,26.82,6.54,-0.73,0.69,26.82,Nishioka,Hit,Back,Cross
700,700,116,95401.0,5.07,3.99,,,,,Nishioka,Bounce,,Cross
701,701,116,95419.0,6.08,0.43,6.92,0.43,4.47,27.36,Nishioka,Hit,Fore,Cross
702,702,116,95438.0,9.33,20.53,,,,,Nishioka,Bounce,,Cross
703,703,116,95455.0,11.66,28.52,6.33,1.69,9.58,28.52,Nishioka,Hit,Fore,Cross
704,704,117,96174.0,6.68,17.6,,,,,Nishioka,Bounce,,Cross
705,705,117,96184.0,8.56,26.52,4.74,-0.38,9.2,26.52,Nishioka,Hit,Back,Cross
706,706,117,96214.0,6.06,2.21,,,,,Nishioka,Bounce,,Cross
707,707,117,96224.0,5.81,-0.99,5.01,-0.99,6.14,25.74,Nishioka,Hit,Back,Cross
708,708,117,96252.0,3.63,20.29,,,,,Nishioka,Bounce,,Cross
709,709,117,96263.0,3.07,25.83,5.8,-2.02,4.28,25.83,Nishioka,Hit,Back,Cross
710,710,118,96997.0,4.6,18.13,,,,,Nishioka,Bounce,,Cross
711,711,118,97007.0,3.62,27.08,6.81,-0.49,2.43,27.08,Nishioka,Hit,Fore,Cross
712,712,118,97045.0,5.57,1.41,,,,,Nishioka,Bounce,,Cross
713,713,118,97061.0,6.78,-2.43,7.12,-2.43,5.6,26.03,Nishioka,Hit,Fore,Cross
714,714,118,97083.0,2.48,18.7,,,,,Nishioka,Bounce,,Cross
715,715,118,97094.0,1.37,26.6,6.74,-2.3,2.84,26.6,Nishioka,Hit,Back,Cross
716,716,118,97123.0,5.79,3.39,,,,,Nishioka,Bounce,,Cross
717,717,118,97136.0,7.08,-0.99,7.82,-0.99,4.38,26.58,Nishioka,Hit,Fore,Cross
718,718,118,97154.0,9.54,18.18,,,,,Nishioka,Bounce,,Cross
719,719,120,97979.0,9.49,16.97,,,,,Nishioka,Bounce,,Cross
720,720,121,99117.0,4.52,7.43,,,,,Nakashima,Bounce,,Cross
721,721,121,99132.0,4.1,-1.5,3.31,-1.5,6.07,23.7,Nakashima,Hit,Back,Cross
722,722,121,99156.0,6.12,19.14,,,,,Nakashima,Bounce,,Cross
723,723,121,99167.0,6.8,24.99,5.04,-2.29,5.85,24.99,Nakashima,Hit,Fore,Cross
724,724,121,99195.0,3.47,5.47,,,,,Nakashima,Bounce,,Cross
725,725,121,99212.0,2.31,-0.74,3.72,-0.74,5.83,26.29,Nakashima,Hit,Fore,Cross
726,726,121,99230.0,7.16,17.32,,,,,Nakashima,Bounce,,Cross
727,727,121,99246.0,10.06,25.98,4.14,-0.55,9.1,25.98,Nakashima,Hit,Fore,Cross
728,728,121,99277.0,3.2,2.74,,,,,Nakashima,Bounce,,Cross
729,729,121,99288.0,1.9,-1.24,3.36,-1.24,7.26,25.99,Nakashima,Hit,Fore,Cross
730,730,121,99309.0,1.83,20.31,,,,,Nakashima,Bounce,,Cross
731,731,121,99321.0,1.59,27.23,4.46,-1.5,3.21,27.23,Nakashima,Hit,Back,Cross
732,732,121,99356.0,5.5,1.56,,,,,Nakashima,Bounce,,Cross
733,733,121,99366.0,6.24,-2.31,7.07,-2.31,2.63,27.51,Nakashima,Hit,Fore,Cross
734,734,121,99387.0,8.66,20.55,,,,,Nakashima,Bounce,,Cross
735,735,122,99912.0,8.98,7.18,,,,,Nakashima,Bounce,,Cross
736,736,122,99922.0,12.26,-0.79,10.55,-0.79,3.6,23.46,Nakashima,Hit,Back,Cross
737,737,122,99944.0,6.79,20.0,,,,,Nakashima,Bounce,,Cross
738,738,122,99952.0,5.87,24.61,9.49,-0.58,5.21,24.61,Nakashima,Hit,Fore,Cross
739,739,123,100413.0,4.69,6.78,,,,,Nakashima,Bounce,,Cross
740,740,123,100432.0,5.04,-2.46,4.15,-2.46,5.89,23.88,Nakashima,Hit,Back,Cross
741,741,124,100927.0,6.93,6.28,,,,,Nakashima,Bounce,,Cross
742,742,124,100938.0,9.31,-0.98,9.6,-0.98,3.65,23.7,Nakashima,Hit,Fore,Cross
743,743,124,100987.0,4.62,22.19,,,,,Nakashima,Bounce,,Cross
744,744,124,101000.0,3.95,26.29,6.89,-1.09,5.32,26.29,Nakashima,Hit,Back,Cross
745,745,124,101023.0,3.42,4.89,,,,,Nakashima,Bounce,,Cross
746,746,124,101041.0,3.14,-2.19,4.59,-2.19,5.92,25.89,Nakashima,Hit,Fore,Cross
747,747,126,101904.0,4.29,8.14,,,,,Nakashima,Bounce,,Cross
748,748,126,101922.0,4.12,0.48,3.25,0.48,5.67,25.12,Nakashima,Hit,Back,Cross
749,749,127,102476.0,9.38,7.83,,,,,Nakashima,Bounce,,Cross
750,750,128,106109.0,2.16,6.2,,,,,Nishioka,Bounce,,Cross
751,751,128,106122.0,-0.75,-2.82,0.81,-2.82,6.52,23.7,Nishioka,Hit,Fore,Cross
752,752,128,106161.0,8.26,17.28,,,,,Nishioka,Bounce,,Cross
753,753,128,106180.0,11.87,21.87,3.88,-2.95,9.44,21.87,Nishioka,Hit,Fore,Cross
754,754,128,106199.0,9.28,0.86,,,,,Nishioka,Bounce,,Cross
755,755,129,106729.0,8.17,7.13,,,,,Nishioka,Bounce,,Cross
756,756,129,106751.0,10.73,-3.11,9.38,-3.11,3.93,24.26,Nishioka,Hit,Back,Cross
757,757,129,106778.0,4.48,19.34,,,,,Nishioka,Bounce,,Cross
758,758,129,106789.0,2.86,24.36,6.31,-3.12,4.21,24.36,Nishioka,Hit,Back,Cross
759,759,129,106816.0,5.17,3.4,,,,,Nishioka,Bounce,,Cross
760,760,129,106829.0,5.42,-2.03,6.24,-2.03,5.35,24.92,Nishioka,Hit,Fore,Cross
761,761,129,106850.0,3.32,17.02,,,,,Nishioka,Bounce,,Cross
762,762,129,106868.0,2.27,25.45,5.69,-1.77,3.34,25.45,Nishioka,Hit,Back,Cross
763,763,129,106897.0,8.15,0.95,,,,,Nishioka,Bounce,,Cross
764,764,129,106909.0,9.28,-2.3,8.2,-2.3,4.08,24.71,Nishioka,Hit,Back,Cross
765,765,129,106939.0,3.06,20.14,,,,,Nishioka,Bounce,,Cross
766,766,129,106948.0,1.57,23.86,6.76,-3.72,2.9,23.86,Nishioka,Hit,Back,Cross
767,767,129,106968.0,8.3,4.26,,,,,Nishioka,Bounce,,Cross
768,768,129,106981.0,10.68,-3.44,9.1,-3.44,2.92,23.51,Nishioka,Hit,Back,Cross
769,769,129,107018.0,8.77,14.78,,,,,Nishioka,Bounce,,Cross
770,770,129,107034.0,8.72,19.93,6.92,-2.06,7.98,19.93,Nishioka,Hit,Fore,Cross
771,771,130,107800.0,2.98,7.11,,,,,Nishioka,Bounce,,Cross
772,772,130,107817.0,-0.22,-2.81,0.86,-2.81,6.82,23.54,Nishioka,Hit,Fore,Cross
773,773,130,107848.0,5.62,20.31,,,,,Nishioka,Bounce,,Cross
774,774,130,107860.0,6.88,24.68,4.36,-3.57,5.59,24.68,Nishioka,Hit,Fore,Cross
775,775,130,107888.0,8.87,0.44,,,,,Nishioka,Bounce,,Cross
776,776,130,107897.0,9.88,-4.02,8.51,-4.02,5.39,24.68,Nishioka,Hit,Back,Cross
777,777,130,107932.0,6.8,21.54,,,,,Nishioka,Bounce,,Cross
778,778,130,107943.0,6.63,26.05,7.34,-4.65,5.44,26.05,Nishioka,Hit,Fore,Cross
779,779,130,107966.0,3.13,3.81,,,,,Nishioka,Bounce,,Cross
780,780,130,107986.0,2.03,-4.43,3.01,-4.43,6.38,25.46,Nishioka,Hit,Fore,Cross
781,781,130,108012.0,4.38,18.8,,,,,Nishioka,Bounce,,Cross
782,782,130,108024.0,4.81,24.34,5.04,-2.44,5.97,24.34,Nishioka,Hit,Back,Cross
783,783,131,108734.0,9.35,6.15,,,,,Nishioka,Bounce,,Cross
784,784,131,108747.0,13.29,-4.82,10.78,-4.82,4.0,23.25,Nishioka,Hit,Back,Cross
785,785,131,108800.0,5.04,15.9,,,,,Nishioka,Bounce,,Cross
786,786,131,108821.0,4.16,17.19,5.95,-2.82,3.37,17.19,Nishioka,Hit,Fore,Cross
787,787,131,108834.0,8.86,3.44,,,,,Nishioka,Bounce,,Cross
788,788,133,109808.0,2.67,7.16,,,,,Nishioka,Bounce,,Cross
789,789,133,109826.0,-1.72,-38.96,-19.62,-38.96,-19.62,-38.96,Nishioka,Hit,Fore,Cross
790,790,133,109854.0,4.93,18.63,,,,,Nishioka,Bounce,,Cross
791,791,133,109871.0,6.73,24.74,3.23,-2.75,5.45,24.74,Nishioka,Hit,Fore,Cross
792,792,133,109896.0,9.13,2.29,,,,,Nishioka,Bounce,,Cross
793,793,133,109916.0,10.6,-6.4,9.25,-6.4,4.58,24.99,Nishioka,Hit,Back,Cross
794,794,133,109955.0,2.1,20.86,,,,,Nishioka,Bounce,,Cross
795,795,133,109960.0,1.17,24.97,7.93,-3.39,2.37,24.97,Nishioka,Hit,Back,Cross
796,796,133,109994.0,8.75,1.82,,,,,Nishioka,Bounce,,Cross
797,797,133,110008.0,10.45,-3.45,8.92,-3.45,4.06,25.22,Nishioka,Hit,Back,Cross
798,798,133,110044.0,2.07,19.51,,,,,Nishioka,Bounce,,Cross
799,799,133,110057.0,-0.58,24.52,7.15,-3.93,1.22,24.52,Nishioka,Hit,Back,Cross
800,800,133,110079.0,8.09,6.12,,,,,Nishioka,Bounce,,Cross
801,801,133,110097.0,11.94,-1.77,10.58,-1.77,2.37,24.26,Nishioka,Hit,Back,Cross
802,802,134,110784.0,8.45,6.7,,,,,Nishioka,Bounce,,Cross
803,803,134,110799.0,11.94,-4.77,10.14,-4.77,3.88,23.29,Nishioka,Hit,Back,Cross
804,804,134,110830.0,4.32,19.85,,,,,Nishioka,Bounce,,Cross
805,805,134,110840.0,2.9,23.19,7.98,-3.69,2.37,23.19,Nakashima,Hit,Fore,Cross
806,806,134,110858.0,1.89,3.42,,,,,Nakashima,Bounce,,Cross
807,807,135,111670.0,5.77,16.46,,,,,Nakashima,Bounce,,Cross
808,808,135,111681.0,5.67,24.13,5.35,-1.24,7.19,24.13,Nakashima,Hit,Back,Cross
809,809,135,111717.0,4.83,4.63,,,,,Nakashima,Bounce,,Cross
810,810,135,111732.0,4.79,1.19,3.88,1.19,5.64,25.28,Nakashima,Hit,Back,Cross
811,811,135,111752.0,2.14,19.21,,,,,Nakashima,Bounce,,Cross
812,812,135,111767.0,0.44,26.29,4.42,4.18,2.48,26.29,Nakashima,Hit,Back,Cross
813,813,135,111887.0,,,,,,,Nakashima,NoBounce,,
814,814,135,111891.0,8.95,2.47,7.88,2.47,4.4,27.46,Nakashima,Hit,Back,Cross
815,815,135,111902.0,7.71,17.75,,,,,Nakashima,Bounce,,Cross
816,816,136,112360.0,2.96,17.51,,,,,Nakashima,Bounce,,Cross
817,817,136,112369.0,0.84,23.86,7.05,-1.34,1.89,23.86,Nakashima,Hit,Back,Cross
818,818,136,112399.0,7.43,1.11,,,,,Nakashima,Bounce,,Cross
819,819,136,112406.0,8.56,-1.85,7.37,-1.85,3.81,24.11,Nakashima,Hit,Back,Cross
820,820,136,112434.0,3.59,16.96,,,,,Nakashima,Bounce,,Cross
821,821,136,112449.0,2.03,22.81,6.46,-3.22,3.05,22.81,Nakashima,Hit,Back,Cross
822,822,136,112492.0,2.53,9.71,,,,,Nakashima,Bounce,,Cross
823,823,138,113370.0,7.83,18.09,,,,,Nakashima,Bounce,,Cross
824,824,138,113380.0,8.81,22.4,5.67,-1.4,7.72,22.4,Nakashima,Hit,Fore,Cross
825,825,138,113429.0,1.81,7.09,,,,,Nakashima,Bounce,,Cross
826,826,138,113449.0,-0.18,4.81,1.14,4.81,5.83,24.25,Nakashima,Hit,Fore,Cross
827,827,138,113468.0,9.21,19.86,,,,,Nakashima,Bounce,,Cross
828,828,139,114060.0,2.6,16.28,,,,,Nakashima,Bounce,,Cross
829,829,139,114071.0,-0.84,23.58,7.05,0.08,0.68,23.58,Nakashima,Hit,Back,Cross
830,830,139,114102.0,8.57,4.83,,,,,Nakashima,Bounce,,Cross
831,831,139,114115.0,10.78,-0.49,9.64,-0.49,3.2,24.54,Nakashima,Hit,Back,Cross
832,832,139,114136.0,1.99,17.03,,,,,Nakashima,Bounce,,Cross
833,833,140,114590.0,5.57,16.72,,,,,Nakashima,Bounce,,Cross
834,834,140,114602.0,5.18,24.9,5.12,-0.49,7.03,24.9,Nakashima,Hit,Back,Cross
835,835,140,114644.0,6.89,8.46,,,,,Nakashima,Bounce,,Cross
836,836,140,114665.0,7.89,7.29,6.75,7.29,4.33,24.84,Nakashima,Hit,Back,Cross
837,837,140,114690.0,7.33,21.31,,,,,Nakashima,Bounce,,Cross
838,838,141,118167.0,9.49,18.03,,,,,Nishioka,Bounce,,Cross
839,839,141,118176.0,12.22,24.49,4.72,0.24,10.51,24.49,Nishioka,Hit,Fore,Cross
840,840,142,118657.0,4.89,17.0,,,,,Nishioka,Bounce,,Cross
841,841,142,118669.0,4.05,27.38,6.74,-1.09,3.28,27.38,Nishioka,Hit,Fore,Cross
842,842,142,118696.0,4.54,5.09,,,,,Nishioka,Bounce,,Cross
843,843,142,118709.0,4.66,-0.36,5.87,-0.36,5.84,26.75,Nishioka,Hit,Fore,Cross
844,844,142,118732.0,8.11,20.88,,,,,Nishioka,Bounce,,Cross
845,845,142,118744.0,9.64,27.42,5.45,-0.59,8.41,27.42,Nishioka,Hit,Fore,Cross
846,846,142,118776.0,1.94,1.89,,,,,Nishioka,Bounce,,Cross
847,847,142,118786.0,0.44,-1.76,1.84,-1.76,7.12,25.66,Nishioka,Hit,Fore,Cross
848,848,142,118813.0,9.41,20.41,,,,,Nishioka,Bounce,,Cross
849,849,142,118819.0,10.91,25.15,1.82,-2.31,9.61,25.15,Nishioka,Hit,Fore,Cross
850,850,143,119492.0,5.59,17.21,,,,,Nishioka,Bounce,,Cross
851,851,144,120043.0,1.67,17.52,,,,,Nishioka,Bounce,,Cross
852,852,144,120053.0,-1.83,27.42,6.69,-0.88,0.34,27.42,Nishioka,Hit,Back,Cross
853,853,144,120111.0,4.74,3.9,,,,,Nishioka,Bounce,,Cross
854,854,144,120135.0,5.8,2.01,6.67,2.01,4.99,27.53,Nishioka,Hit,Fore,Cross
855,855,144,120153.0,8.91,21.44,,,,,Nishioka,Bounce,,Cross
856,856,144,120166.0,10.93,28.48,6.57,2.86,9.21,28.48,Nishioka,Hit,Fore,Cross
857,857,144,120258.0,8.35,3.79,,,,,Nishioka,Bounce,,Cross
858,858,144,120299.0,9.74,1.78,8.96,1.78,5.51,27.25,Nishioka,Hit,Back,Cross
859,859,144,120312.0,2.76,17.97,,,,,Nishioka,Bounce,,Cross
860,860,147,121795.0,1.95,17.71,,,,,Nishioka,Bounce,,Cross
861,861,147,121806.0,-1.35,27.59,6.88,-1.14,0.69,27.59,Nishioka,Hit,Back,Cross
862,862,147,121844.0,6.69,4.22,,,,,Nishioka,Bounce,,Cross
863,863,147,121856.0,8.27,1.33,6.82,1.33,2.94,26.69,Nishioka,Hit,Back,Cross
864,864,147,121874.0,8.35,21.72,,,,,Nishioka,Bounce,,Cross
865,865,147,121884.0,9.08,26.82,6.75,2.66,7.89,26.82,Nishioka,Hit,Fore,Cross
866,866,147,121941.0,,,,,,,Nishioka,NoBounce,,
867,867,147,121943.0,9.19,3.85,8.53,3.85,5.73,27.32,Nishioka,Hit,Back,Cross
868,868,147,121955.0,3.84,20.18,,,,,Nishioka,Bounce,,Cross
869,869,147,121966.0,0.97,27.87,8.87,3.6,1.92,27.87,Nishioka,Hit,Back,Cross
870,870,147,122018.0,4.74,6.46,,,,,Nishioka,Bounce,,Cross
871,871,147,122040.0,5.14,5.09,6.36,5.09,5.8,27.48,Nishioka,Hit,Fore,Cross
872,872,147,122053.0,2.65,18.53,,,,,Nishioka,Bounce,,Cross
873,873,148,122774.0,4.59,5.67,,,,,Nakashima,Bounce,,Cross
874,874,148,122785.0,4.78,-1.34,3.85,-1.34,5.94,23.63,Nakashima,Hit,Back,Cross
875,875,148,122812.0,5.14,19.25,,,,,Nakashima,Bounce,,Cross
876,876,148,122824.0,5.34,24.99,5.53,-2.55,6.36,24.99,Nakashima,Hit,Back,Cross
877,877,148,122851.0,7.85,3.11,,,,,Nakashima,Bounce,,Cross
878,878,148,122863.0,9.15,-2.1,7.81,-2.1,5.12,25.14,Nakashima,Hit,Back,Cross
879,879,149,123425.0,6.22,6.5,,,,,Nakashima,Bounce,,Cross
880,880,149,123435.0,7.77,-0.08,9.2,-0.08,4.15,23.01,Nakashima,Hit,Fore,Cross
881,881,149,123480.0,5.83,19.73,,,,,Nakashima,Bounce,,Cross
882,882,149,123490.0,5.84,24.01,5.66,-1.37,6.9,24.01,Nakashima,Hit,Back,Cross
883,883,149,123514.0,9.25,6.33,,,,,Nakashima,Bounce,,Cross
884,884,149,123536.0,11.34,-2.06,9.69,-2.06,5.42,23.17,Nakashima,Hit,Back,Cross
885,885,149,123566.0,2.67,22.07,,,,,Nakashima,Bounce,,Cross
886,886,149,123570.0,1.65,24.04,9.96,-1.8,2.75,24.04,Nakashima,Hit,Back,Cross
887,887,149,123600.0,1.81,6.43,,,,,Nakashima,Bounce,,Cross
888,888,149,123626.0,1.75,-1.63,2.71,-1.63,5.97,25.63,Nakashima,Hit,Fore,Cross
889,889,149,123671.0,8.82,22.47,,,,,Nakashima,Bounce,,Cross
890,890,149,123681.0,10.45,24.87,3.01,-1.81,9.37,24.87,Nakashima,Hit,Fore,Cross
891,891,149,123709.0,6.2,5.49,,,,,Nakashima,Bounce,,Cross
892,892,149,123725.0,5.04,0.48,4.06,0.48,6.36,25.82,Nakashima,Hit,Back,Cross
893,893,150,124360.0,3.1,6.21,,,,,Nakashima,Bounce,,Cross
894,894,150,124361.0,1.56,-1.43,2.96,-1.43,6.13,23.15,Nakashima,Hit,Fore,Cross
895,895,150,124396.0,1.64,22.05,,,,,Nakashima,Bounce,,Cross
896,896,150,124412.0,0.67,26.27,5.74,-1.32,2.39,26.27,Nakashima,Hit,Back,Cross
897,897,150,124445.0,8.53,2.87,,,,,Nakashima,Bounce,,Cross
898,898,150,124455.0,10.42,-1.13,9.04,-1.13,4.06,26.17,Nakashima,Hit,Back,Cross
899,899,151,124911.0,8.45,7.01,,,,,Nakashima,Bounce,,Cross
900,900,151,124922.0,11.82,-0.05,10.26,-0.05,3.53,23.41,Nakashima,Hit,Back,Cross
901,901,151,124947.0,2.94,19.62,,,,,Nakashima,Bounce,,Cross
902,902,151,124957.0,0.77,23.73,8.69,-1.05,2.18,23.73,Nakashima,Hit,Back,Cross
903,903,151,124983.0,2.34,2.58,,,,,Nakashima,Bounce,,Cross
904,904,151,125000.0,2.59,-3.56,3.85,-3.56,4.91,24.48,Nakashima,Hit,Fore,Cross
